Filename,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16
frame_0000.jpg,517,0,342,3,695,21,169,27,868,72,982,202,981,326,0,337,145,428,855,444,314,500,682,510,500,530,-1,-1,-1,-1,-1,-1
frame_0001.jpg,655,0,480,7,834,20,308,33,1007,67,140,79,0,163,1125,195,16,235,1128,319,150,349,295,438,1006,440,835,509,467,508,654,533
frame_0003.jpg,656,0,480,9,833,19,308,36,1007,65,139,83,0,168,1124,192,16,240,1129,316,151,354,1008,437,297,441,838,508,470,510,657,534
frame_0004.jpg,656,0,481,9,833,17,307,37,1007,62,139,84,0,172,1124,189,16,244,1129,312,152,357,1010,434,299,444,841,505,473,511,660,534
frame_0005.jpg,662,0,487,9,837,19,312,37,1009,63,142,83,0,171,1125,187,18,243,1131,309,158,357,1016,429,307,443,849,501,483,510,670,530
frame_0009.jpg,669,0,494,3,845,24,319,25,147,68,1014,74,0,150,1126,202,13,223,1128,324,147,341,294,434,1008,442,467,506,838,510,656,533
frame_0010.jpg,661,0,486,7,839,21,312,32,1010,68,142,78,0,161,1127,195,14,234,1132,318,149,351,1013,440,295,441,842,511,470,512,659,537
frame_0011.jpg,661,0,486,9,840,20,312,35,1014,66,142,81,0,167,1131,193,14,239,1137,318,149,355,1017,441,297,444,845,513,472,515,662,539
frame_0012.jpg,664,0,486,11,845,16,312,41,1021,60,142,91,0,178,1142,188,16,251,1149,313,153,366,1029,439,303,454,856,515,479,522,671,544
frame_0013.jpg,666,0,487,12,851,15,311,44,1030,58,141,94,0,184,1156,185,17,257,1164,313,155,371,1043,440,306,459,869,518,486,527,680,548
frame_0017.jpg,709,0,520,7,902,23,333,33,1090,74,152,82,0,171,1218,214,15,248,1222,349,156,374,312,472,1090,480,499,551,903,555,704,581
frame_0018.jpg,713,0,522,10,909,19,334,41,1101,68,151,92,0,185,1233,209,16,263,1240,346,161,387,1107,481,319,484,918,560,509,561,716,589
frame_0019.jpg,721,0,528,12,918,18,337,44,1113,66,153,96,0,192,1247,206,18,272,1256,344,166,396,1123,482,327,493,934,564,520,569,731,595
frame_0020.jpg,729,0,534,12,929,18,342,46,1123,67,155,99,0,196,1257,208,17,276,1266,347,167,403,1133,486,331,501,943,569,527,577,739,602
frame_0025.jpg,772,0,565,13,983,19,362,48,1192,69,164,106,0,207,1336,218,19,292,1346,366,178,425,1206,512,352,528,1003,602,559,610,785,636
frame_0027.jpg,800,0,1019,16,585,18,374,58,1235,65,169,121,1385,217,0,232,20,321,1397,372,188,458,1256,528,370,563,1048,625,587,645,823,667
frame_0030.jpg,840,0,614,11,1071,24,392,48,1298,82,178,108,0,216,1454,247,19,310,1463,408,187,457,1307,568,375,572,1084,662,600,664,845,696
frame_0031.jpg,854,0,626,8,1085,27,402,40,1313,89,183,98,0,205,1466,258,18,298,1472,419,185,450,373,569,1312,578,598,665,1087,669,846,700
frame_0032.jpg,864,0,634,6,1100,30,407,38,187,94,1330,95,0,199,1483,267,18,294,1487,432,185,448,373,570,1324,591,599,671,1094,681,850,710
frame_0034.jpg,872,0,637,13,1114,24,407,52,1353,84,185,114,0,227,1517,253,20,323,1528,422,193,475,1365,588,387,594,1131,687,621,690,879,724
frame_0036.jpg,890,0,651,9,1135,29,416,44,1376,94,189,104,0,215,1539,273,18,313,1547,446,191,471,387,597,1378,614,622,701,1140,710,884,742
frame_0037.jpg,899,0,658,8,1147,30,421,42,1390,98,192,101,0,212,1552,279,17,310,1558,453,191,473,387,601,1387,622,623,706,1145,717,888,748
frame_0038.jpg,909,0,666,6,1157,33,428,37,197,95,1400,102,0,206,1561,284,18,306,1566,458,191,470,389,600,1394,625,627,708,1151,719,893,750
frame_0039.jpg,912,0,668,7,1161,33,428,41,197,100,1404,100,0,212,1567,283,18,312,1572,459,194,476,392,606,1400,627,632,712,1157,723,897,754
frame_0040.jpg,908,0,665,10,1156,28,426,46,1401,94,194,108,0,221,1565,275,18,321,1572,450,196,482,396,610,1402,621,636,713,1160,719,902,753
frame_0043.jpg,856,0,627,13,1088,22,402,50,1315,81,183,115,0,225,1469,246,22,320,1478,408,197,469,1325,569,389,583,1104,665,618,674,866,703
frame_0044.jpg,837,0,614,11,1062,24,394,47,1282,80,179,107,0,217,1431,241,20,308,1440,398,191,454,1289,554,379,567,1074,647,601,654,842,683
frame_0045.jpg,822,0,603,8,1042,25,387,39,1255,85,176,95,0,200,1397,244,19,291,1401,397,185,435,1252,547,367,547,1042,633,583,635,817,666
frame_0046.jpg,797,0,585,8,1012,25,376,39,1220,81,171,93,0,195,1359,236,19,282,1363,384,178,420,354,529,1216,530,1010,614,563,615,791,644
frame_0047.jpg,781,0,575,4,990,27,370,31,169,81,1191,86,0,177,1325,238,17,263,1327,383,172,403,344,511,1184,523,547,597,983,603,769,630
frame_0048.jpg,763,0,562,6,968,25,361,35,1165,80,165,85,0,183,1297,227,19,266,1301,369,174,401,343,505,1163,507,969,587,544,586,761,616
frame_0050.jpg,722,0,530,8,916,21,340,37,1107,73,156,87,0,178,1234,215,16,256,1238,351,160,382,319,481,1103,485,508,560,914,561,714,588
frame_0051.jpg,694,0,508,11,884,16,324,44,1073,64,146,97,0,190,1202,199,18,266,1211,332,162,385,1083,465,319,478,901,544,505,551,706,574
frame_0052.jpg,695,0,512,6,879,19,329,34,1058,70,150,81,0,171,1178,202,17,247,1183,330,161,369,1060,456,317,462,886,530,500,534,697,559
frame_0053.jpg,679,0,500,9,862,17,320,39,1039,63,147,86,0,180,1159,192,15,254,1165,319,157,370,1043,446,306,463,869,522,488,531,682,553
frame_0055.jpg,663,0,487,6,842,20,313,32,1018,67,142,79,0,163,1138,197,14,235,1144,324,148,353,295,445,1021,447,470,518,848,519,662,544
frame_0058.jpg,642,0,473,2,812,23,305,22,140,61,978,73,0,139,1089,199,11,210,1093,319,138,325,277,417,974,434,444,490,807,499,628,519
frame_0059.jpg,640,0,472,2,810,23,305,23,140,63,974,72,0,140,1084,198,12,209,1086,317,136,324,274,415,967,432,440,488,800,497,622,517
frame_0060.jpg,635,0,467,3,805,21,300,24,138,63,972,69,0,141,1086,193,11,210,1091,313,136,323,275,413,973,428,442,486,805,493,626,515
frame_0061.jpg,646,1,479,0,310,19,815,26,143,56,979,77,0,132,9,204,1090,204,132,323,1095,324,272,418,978,441,442,495,809,507,628,527
