Filename,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16
frame_0001.jpg,679,0,494,11,870,27,309,44,135,100,1046,106,16,221,1140,249,0,409,1134,433,87,578,1026,596,857,708,235,709,657,778,438,782
frame_0002.jpg,698,0,511,2,322,26,889,37,145,75,1062,125,22,191,1146,273,0,378,1130,456,83,550,1014,611,226,684,840,713,424,765,639,771
frame_0005.jpg,698,0,510,1,322,25,889,38,146,72,1063,129,23,186,1144,280,0,372,1123,465,77,542,1000,619,215,676,823,718,408,760,621,771
frame_0006.jpg,696,0,509,3,321,26,889,38,146,74,1064,128,24,188,1147,280,0,372,1127,466,76,541,1004,621,212,676,823,721,405,761,619,773
frame_0007.jpg,690,0,502,6,885,33,314,34,139,86,1064,119,18,203,1154,270,0,389,1140,457,82,558,1023,617,225,692,845,721,423,773,641,780
frame_0008.jpg,699,0,507,10,897,32,315,42,137,100,1079,119,15,224,1169,272,0,419,1157,465,87,593,1040,630,235,727,862,742,438,806,658,807
frame_0009.jpg,714,0,517,12,917,31,322,45,140,103,1105,117,17,229,1197,273,0,422,1182,467,88,594,1059,633,237,728,875,744,442,807,666,809
frame_0010.jpg,708,0,508,19,915,22,311,62,1109,102,129,128,1212,255,8,262,1210,453,0,462,1096,629,99,637,917,753,260,769,705,832,475,841
frame_0011.jpg,722,0,519,18,932,25,317,59,1129,108,131,126,8,260,1233,264,0,464,1230,465,100,643,1113,644,930,768,262,779,715,846,481,854
frame_0012.jpg,733,0,529,20,945,24,326,62,1143,105,135,130,1249,261,9,268,1248,463,0,473,1133,644,102,654,950,772,269,790,732,853,493,864
frame_0013.jpg,738,0,531,19,953,25,325,62,1154,108,134,131,1262,267,7,271,1263,473,0,480,1147,659,103,665,962,788,272,804,742,871,500,881
frame_0014.jpg,741,0,959,21,531,24,322,73,1163,101,129,147,1271,262,3,295,1273,471,0,511,1159,660,111,695,977,795,286,831,758,884,516,901
frame_0016.jpg,758,0,983,23,539,24,323,74,1189,112,124,155,1289,279,0,312,1278,492,5,533,1155,678,122,718,970,809,298,849,757,896,522,914
frame_0017.jpg,748,0,977,19,527,27,311,81,1189,107,116,164,1294,276,0,319,1285,490,13,535,1162,675,134,713,978,805,310,841,765,889,533,905
frame_0018.jpg,756,0,987,20,533,27,314,81,1198,110,116,167,1301,279,0,328,1289,494,18,547,1168,678,144,727,986,808,324,852,777,894,547,913
