Filename,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16
frame_0001.jpg,463,0,630,17,284,19,785,42,933,47,126,83,1025,104,1010,220,8,223,917,345,0,368,789,460,118,496,643,546,281,577,467,594
frame_0003.jpg,464,0,631,17,286,18,786,43,933,47,127,81,1026,104,1010,219,9,222,918,345,0,367,790,459,119,495,644,545,282,576,468,594
frame_0004.jpg,466,0,633,18,287,18,788,43,936,49,128,81,1028,105,1013,223,9,222,919,347,0,367,789,461,118,495,642,547,280,576,466,595
frame_0005.jpg,464,0,631,18,285,18,787,43,935,48,126,81,1029,104,1012,221,8,222,919,346,0,365,789,460,118,494,642,546,280,574,466,593
frame_0006.jpg,466,0,633,18,287,17,789,43,938,49,128,80,1030,107,1014,223,9,220,920,348,0,365,790,462,117,494,642,547,279,575,466,595
frame_0017.jpg,475,0,644,19,292,18,800,46,945,52,130,82,1039,108,1025,226,7,228,935,353,0,379,808,469,126,512,663,558,295,593,485,610
frame_0027.jpg,556,0,350,8,749,32,168,68,933,74,1110,93,1215,167,24,212,1185,304,0,368,1058,441,113,520,888,559,284,629,703,641,492,674
frame_0029.jpg,529,0,725,20,325,23,913,49,147,93,14,245,1174,263,0,402,1070,409,908,539,123,548,725,634,300,647,514,679,-1,-1,-1,-1
frame_0037.jpg,555,0,341,18,761,26,959,64,155,89,17,243,0,402,1096,442,120,550,916,568,294,652,722,655,506,692,-1,-1,-1,-1,-1,-1
frame_0056.jpg,558,0,359,5,750,33,181,59,937,75,32,197,1214,302,1210,306,0,351,1081,449,104,511,905,571,491,663,-1,-1,-1,-1,-1,-1
frame_0059.jpg,1042,0,675,5,480,6,862,14,282,49,1162,55,115,138,1154,192,0,306,1051,350,4,464,904,495,144,594,737,606,328,668,539,675
frame_0063.jpg,502,0,691,3,869,16,305,36,1144,61,128,122,1,292,1047,341,0,457,912,483,145,591,753,596,339,666,555,669,-1,-1,-1,-1
frame_0064.jpg,1030,0,685,2,495,2,863,13,298,40,1141,52,124,128,1137,181,0,299,1046,331,3,463,912,473,754,588,150,594,560,664,345,666
frame_0066.jpg,1031,0,499,0,688,0,865,11,303,36,1143,51,128,122,1139,180,1,293,1048,331,0,458,914,474,755,589,145,590,556,665,339,665
frame_0067.jpg,504,0,693,2,1038,5,870,14,306,35,1149,58,131,121,1145,189,2,290,1052,338,0,454,916,480,143,590,755,594,338,666,555,669
frame_0068.jpg,514,0,703,7,1054,20,882,24,316,31,1161,75,138,111,1154,205,6,279,1056,354,0,442,916,494,140,582,751,604,332,664,551,672
frame_0071.jpg,521,0,711,9,1065,25,891,27,321,30,1174,79,142,109,1165,211,8,274,1066,360,0,438,922,499,139,579,755,608,331,664,551,675
frame_0073.jpg,535,0,726,14,334,24,1078,37,906,37,1189,98,152,100,1177,230,13,263,1072,379,0,429,924,515,134,576,753,622,324,667,545,684
frame_0074.jpg,533,0,724,15,332,24,906,38,1082,40,150,97,1189,100,1176,233,12,259,1070,380,0,424,921,516,134,569,749,619,324,659,543,679
frame_0076.jpg,529,0,723,12,328,27,1083,32,906,34,1197,94,148,103,1185,230,11,268,1078,381,0,433,928,520,135,578,754,627,324,670,544,688
frame_0077.jpg,537,0,732,13,333,25,1093,36,916,36,1207,98,150,102,1193,233,12,268,1086,384,0,435,934,523,136,582,759,630,328,674,549,692
frame_0078.jpg,555,0,753,17,346,24,939,42,158,100,1231,108,1215,245,14,266,1105,396,0,436,950,534,138,587,772,640,334,681,559,701,-1,-1
frame_0079.jpg,559,0,760,15,347,27,1127,40,948,40,1242,104,156,105,1231,244,11,276,1124,398,0,450,971,540,145,603,792,650,345,698,576,716
frame_0080.jpg,563,0,762,14,352,28,951,36,1248,96,161,106,1239,235,14,275,1134,388,0,449,981,532,142,601,801,645,346,696,580,713,-1,-1
frame_0081.jpg,561,0,756,11,356,27,1115,31,940,33,1233,89,168,102,1230,222,18,268,1135,374,0,442,989,521,143,597,811,638,350,695,590,710
frame_0082.jpg,561,0,753,15,359,23,934,39,1105,42,173,93,1222,100,1219,234,22,250,1122,382,0,421,975,524,136,578,798,635,338,678,575,700
frame_0084.jpg,559,0,752,14,356,24,932,38,169,93,1215,98,1210,229,19,250,1113,371,0,415,967,507,138,566,793,614,341,661,575,679,-1,-1
frame_0085.jpg,569,0,761,18,366,21,940,43,177,86,1223,106,1217,235,22,242,1120,377,0,410,975,513,138,564,798,620,341,663,579,683,-1,-1
frame_0086.jpg,576,0,768,18,372,21,949,44,1119,49,181,87,1233,107,1228,239,25,244,1130,383,0,413,983,520,137,570,805,629,342,671,580,692
frame_0088.jpg,579,0,773,18,371,23,955,43,1129,49,179,93,1241,105,1237,238,22,254,1141,383,0,427,995,524,143,585,818,634,352,685,594,702
frame_0091.jpg,598,0,388,13,788,27,962,60,1125,72,190,77,1232,129,25,234,1227,257,1139,395,0,411,1003,528,151,577,832,636,367,682,612,701
frame_0093.jpg,586,0,778,20,377,19,954,48,1116,54,181,87,1226,111,1226,239,20,248,1142,381,0,428,1008,520,153,591,839,633,372,691,620,706
frame_0095.jpg,585,0,779,19,374,22,959,47,1127,55,180,88,1238,109,1238,242,20,254,1154,386,0,435,1018,528,154,599,846,645,373,701,623,717
frame_0101.jpg,562,0,753,15,355,23,927,40,1085,43,164,94,1195,98,1199,226,13,262,1124,367,0,443,998,510,160,603,838,627,381,696,626,704
frame_0103.jpg,546,0,730,19,345,20,896,46,1047,52,160,87,1153,106,1153,231,13,248,1080,368,0,425,959,503,156,582,807,614,369,676,604,686
frame_0104.jpg,531,0,712,18,333,21,878,43,1027,50,151,88,1130,101,1132,223,9,250,1063,359,0,425,946,494,157,579,799,605,369,669,600,677
frame_0105.jpg,529,0,708,19,332,20,871,45,1017,49,151,87,1120,102,1123,224,8,249,1056,357,0,424,943,490,158,578,797,601,371,668,601,675
frame_0107.jpg,554,0,353,12,730,27,888,59,1032,73,165,72,1125,126,13,235,1125,245,1059,373,0,419,948,503,164,581,807,610,381,675,612,683
frame_0111.jpg,552,0,353,5,728,31,168,61,884,69,1027,86,1120,144,16,217,1119,263,1054,394,0,401,944,522,158,573,802,628,374,678,605,696
frame_0114.jpg,521,0,334,1,682,33,158,50,822,70,948,89,13,202,1030,254,974,374,0,383,877,493,158,547,751,593,361,646,578,660,-1,-1
frame_0117.jpg,488,0,309,2,641,34,145,51,982,142,11,197,928,371,923,376,0,372,833,493,147,536,713,588,341,635,544,651,-1,-1,-1,-1
frame_0120.jpg,484,0,304,6,639,29,776,64,138,61,896,77,982,130,6,212,983,240,933,359,0,389,840,480,153,546,723,580,351,638,555,647
frame_0121.jpg,489,0,309,3,646,30,142,56,783,66,902,81,988,135,9,205,987,244,936,363,0,381,842,482,152,541,724,581,349,635,555,647
frame_0134.jpg,245,0,391,3,512,34,113,40,620,69,716,86,781,134,9,162,776,227,0,311,736,326,659,424,118,451,564,504,270,537,431,553
frame_0138.jpg,239,0,378,7,111,36,494,40,590,78,676,94,8,158,0,305,692,324,623,414,114,443,535,490,262,525,414,538,-1,-1,-1,-1
frame_0139.jpg,245,0,113,37,498,42,596,77,9,157,735,230,0,304,695,319,624,410,116,440,538,484,263,521,416,533,-1,-1,-1,-1,-1,-1
frame_0143.jpg,379,0,235,0,496,29,105,43,599,61,746,121,2,173,701,305,0,323,633,402,121,454,543,480,270,527,422,533,-1,-1,-1,-1
frame_0146.jpg,386,1,242,0,506,30,107,45,608,63,696,77,757,123,4,174,750,212,708,308,0,323,635,402,121,454,547,480,271,527,423,533
frame_0148.jpg,387,0,242,1,508,27,108,47,611,58,701,69,762,117,4,179,752,207,712,303,0,328,638,399,122,457,550,478,272,528,426,532
frame_0150.jpg,382,0,237,3,505,25,609,53,103,53,703,66,764,110,0,189,715,300,1,340,643,399,125,467,553,480,276,536,429,537,-1,-1
frame_0151.jpg,383,0,236,4,507,25,611,55,100,54,704,66,765,111,0,190,755,201,715,300,1,339,643,397,126,465,553,478,428,533,277,532
frame_0154.jpg,383,0,236,6,507,25,614,52,703,63,101,58,768,108,762,199,0,194,718,300,1,344,643,398,124,469,553,480,427,536,275,535
frame_0155.jpg,382,0,235,7,506,24,613,51,704,61,101,59,768,106,763,197,0,196,719,298,1,346,645,397,125,470,555,479,429,536,276,536
frame_0159.jpg,383,0,234,11,507,21,615,45,100,67,772,96,0,208,725,292,1,360,653,394,563,482,126,484,435,544,281,548,-1,-1,-1,-1
frame_0161.jpg,384,0,235,13,511,19,619,43,712,49,99,71,778,92,773,184,0,214,730,287,5,365,657,390,568,476,133,486,442,539,287,545
frame_0163.jpg,388,0,238,9,515,20,625,46,719,51,102,65,785,98,0,207,732,294,1,358,655,395,562,480,127,481,435,541,280,544,-1,-1
frame_0170.jpg,388,0,238,11,517,20,630,44,729,51,102,67,797,97,790,191,1,204,739,295,0,349,657,397,120,471,558,481,269,536,426,538
frame_0178.jpg,374,0,229,10,497,20,604,43,698,50,98,63,761,93,754,177,0,192,704,277,0,330,625,371,116,442,532,449,407,501,260,502
frame_0181.jpg,365,0,223,12,488,17,599,38,697,43,96,65,762,85,756,174,1,190,703,271,0,321,622,365,111,430,526,441,251,490,398,493
frame_0185.jpg,383,0,239,8,509,18,618,43,715,49,105,60,778,93,770,178,3,185,716,276,0,318,633,368,112,430,535,444,255,491,405,495
frame_0189.jpg,374,0,503,14,229,15,622,31,620,35,100,70,797,78,4,193,729,269,0,319,640,364,107,427,535,441,248,487,399,491,-1,-1
frame_0190.jpg,376,0,509,14,232,15,628,34,102,69,811,82,6,189,737,274,0,314,644,370,104,422,535,447,242,486,397,495,-1,-1,-1,-1
frame_0191.jpg,373,0,507,14,228,15,628,33,741,35,99,70,815,79,3,193,743,277,0,320,650,374,106,428,540,453,246,493,401,501,-1,-1
frame_0194.jpg,379,0,518,10,228,22,647,26,843,70,96,82,0,210,772,277,0,340,676,380,112,447,562,462,258,510,419,515,-1,-1,-1,-1
frame_0195.jpg,384,0,526,10,232,21,776,25,655,25,853,68,97,82,847,165,0,212,781,275,1,343,684,379,115,450,570,462,263,512,426,516
frame_0197.jpg,392,0,535,10,237,20,788,27,667,27,869,71,101,81,862,171,1,212,795,282,0,343,696,386,114,454,578,470,265,518,430,524
frame_0198.jpg,400,0,545,13,245,19,678,31,802,33,884,78,105,79,876,179,4,207,803,290,0,339,699,394,111,451,578,476,261,518,426,527
frame_0203.jpg,415,0,256,14,565,15,705,39,838,45,114,71,922,94,907,198,8,195,824,310,0,325,707,412,105,440,575,488,251,512,417,530
