Filename,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16
frame_0001.jpg,464,0,631,18,286,18,786,42,933,47,127,82,1027,103,1011,219,8,223,918,345,0,367,789,459,118,495,643,545,281,576,467,593
frame_0002.jpg,464,0,631,17,286,18,786,43,933,47,127,81,1026,104,1010,219,9,222,918,345,0,367,790,459,119,495,644,545,282,576,468,594
frame_0003.jpg,465,0,632,18,286,17,788,43,936,48,128,80,1029,105,1013,223,9,221,918,347,0,365,789,461,118,494,642,546,279,575,466,594
frame_0006.jpg,466,0,288,17,634,19,789,45,937,51,129,81,1030,108,10,219,1013,223,920,349,0,364,790,462,118,492,642,547,280,574,466,594
frame_0011.jpg,476,0,645,18,294,18,799,45,944,49,130,83,1036,106,1022,223,8,229,933,349,0,381,806,467,125,513,661,557,294,594,485,609
frame_0029.jpg,508,0,706,8,1072,23,893,28,306,32,1187,85,130,115,1172,223,3,279,1063,376,0,441,912,515,136,579,739,620,322,664,535,680
frame_0042.jpg,502,0,691,3,869,16,305,36,1144,61,128,122,1,292,1047,341,0,457,912,483,145,591,753,596,339,666,555,669,-1,-1,-1,-1
frame_0046.jpg,520,0,711,10,1060,24,890,28,321,29,1171,82,142,108,1161,214,8,272,1061,362,0,437,917,500,138,577,750,608,328,662,547,674
frame_0048.jpg,527,0,718,11,1073,31,328,27,898,31,1182,87,148,105,1173,220,11,268,1071,369,0,432,926,507,137,576,756,615,328,665,549,679
frame_0050.jpg,532,0,725,14,331,24,907,37,1083,37,151,99,1195,100,1180,234,13,260,1073,384,0,423,920,520,131,569,746,624,319,661,537,682
frame_0051.jpg,533,0,726,14,330,26,1086,38,910,37,1200,100,149,102,1187,236,11,265,1080,386,0,431,928,524,134,577,754,629,325,670,544,689
frame_0053.jpg,558,0,760,13,347,27,1130,35,949,36,1248,97,156,107,1236,236,12,278,1130,391,0,452,976,536,145,604,797,648,347,698,580,714
