Filename,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16
frame_0000.jpg,517,0,342,3,695,21,169,27,868,72,982,202,981,326,0,337,145,428,855,444,314,500,682,510,500,530,-1,-1,-1,-1,-1,-1
frame_0006.jpg,669,0,494,6,845,20,318,33,1013,66,145,80,0,166,1127,191,17,240,1133,312,158,356,1017,432,308,444,852,504,484,512,673,533
frame_0007.jpg,682,0,505,6,857,20,326,31,1024,68,150,78,0,165,1134,192,17,240,1138,311,161,357,1023,430,314,445,859,501,492,511,682,531
frame_0008.jpg,677,0,502,4,852,22,324,28,1021,71,148,71,0,155,1131,197,15,230,1134,317,154,348,1017,436,305,439,850,505,481,509,671,532
frame_0009.jpg,669,0,494,3,845,24,319,25,147,68,1014,74,0,150,1126,202,13,223,1128,324,147,341,294,434,1008,442,467,506,838,510,656,533
frame_0011.jpg,661,0,486,9,840,20,312,35,1014,66,142,81,0,167,1131,193,14,239,1137,318,149,355,1017,441,297,444,845,513,472,515,662,539
frame_0013.jpg,666,0,487,12,851,15,311,44,1030,58,141,94,0,184,1156,185,17,257,1164,313,155,371,1043,440,306,459,869,518,486,527,680,548
frame_0016.jpg,703,0,516,8,893,21,331,36,1078,72,151,84,0,174,1203,208,15,251,1209,341,157,376,1081,472,313,472,897,548,499,548,701,576
frame_0024.jpg,764,0,559,13,973,18,358,48,1179,68,162,106,0,207,1321,216,18,291,1330,362,174,423,1191,509,347,525,991,597,552,605,775,631
frame_0025.jpg,772,0,565,13,983,19,362,48,1192,69,164,106,0,207,1336,218,19,292,1346,366,178,425,1206,512,352,528,1003,602,559,610,785,636
frame_0029.jpg,829,0,607,13,1057,20,388,52,1280,74,176,114,0,223,1434,235,20,314,1444,393,188,457,1292,552,374,568,1074,648,596,656,839,684
frame_0030.jpg,840,0,614,11,1071,24,392,48,1298,82,178,108,0,216,1454,247,19,310,1463,408,187,457,1307,568,375,572,1084,662,600,664,845,696
