(2).jpg,471,0,649,1,294,25,837,39,132,72,1015,121,22,184,1109,266,0,353,1104,447,71,511,988,601,201,642,808,699,389,729,602,747
(3).jpg,464,0,640,2,288,24,827,43,129,72,1002,127,21,181,1094,270,0,348,1086,452,69,504,969,602,195,633,790,695,378,721,586,741
(4).jpg,458,0,634,1,284,24,817,42,124,74,989,124,18,184,1077,268,0,352,1069,445,72,507,957,593,201,634,783,687,382,717,586,733
(6).jpg,482,0,659,12,304,13,140,53,839,64,1005,158,27,159,1081,307,0,327,1056,483,64,485,185,618,933,621,756,701,360,710,560,736
(7).jpg,481,0,304,13,658,13,140,52,839,65,1004,159,28,159,1083,307,0,327,1060,483,66,486,187,620,939,622,763,704,364,713,566,740
(8).jpg,490,0,311,10,667,17,145,48,848,73,30,153,1012,171,1087,321,0,323,64,486,1062,498,185,623,938,636,761,715,361,719,563,749
(9).jpg,500,0,320,3,676,22,153,36,854,84,35,136,1015,186,0,304,1086,338,60,468,1057,512,177,609,931,646,352,711,752,719,554,747
(10).jpg,503,0,322,5,680,22,153,38,860,84,34,143,1021,187,0,315,1091,341,61,481,1060,518,179,623,933,653,354,724,754,729,556,758
(11).jpg,504,0,320,6,684,19,150,42,868,81,33,148,1032,185,0,320,1103,339,62,485,1071,518,181,625,941,655,357,725,760,730,559,760
(12).jpg,503,0,317,9,687,18,146,48,874,77,30,159,1042,181,0,333,1116,338,66,499,1084,519,188,639,953,658,365,737,770,738,569,770
(15).jpg,506,0,699,13,313,13,137,62,897,72,1073,178,22,183,1148,342,0,364,1114,530,74,531,202,669,977,673,791,756,382,764,588,793
(17).jpg,502,0,697,12,306,16,128,66,895,69,1070,175,14,193,1143,336,0,376,1109,521,82,543,977,663,215,675,797,746,397,763,599,786
(19).jpg,512,0,315,12,707,15,135,62,904,76,1077,185,18,188,1145,347,0,372,1105,532,78,541,969,671,209,675,788,753,389,766,590,791
(20).jpg,507,0,706,12,308,16,129,70,911,71,1091,180,15,199,1164,347,0,383,1124,537,79,552,984,681,211,686,797,764,392,777,596,802
