row_id,y_true,y_pred,pred_conf,true_conf,correct,p_0,p_1,p_2,p_3,p_4
239,0,2,0.64,0.22,False,0.22,0.05,0.64,0.07,0.02
316,1,3,0.34,0.32,False,0.0,0.32,0.05,0.34,0.29
318,1,4,0.38,0.35,False,0.0,0.35,0.19,0.08,0.38
397,1,2,0.7,0.2,False,0.01,0.2,0.7,0.07,0.02
500,1,3,0.34,0.22,False,0.01,0.22,0.18,0.34,0.25
501,1,3,0.38,0.36,False,0.01,0.36,0.03,0.38,0.22
505,1,3,0.47,0.29,False,0.02,0.29,0.1,0.47,0.12
522,1,3,0.52,0.22,False,0.04,0.22,0.16,0.52,0.06
578,1,3,0.51,0.34,False,0.0,0.34,0.09,0.51,0.06
665,2,1,0.32,0.25,False,0.0,0.32,0.25,0.27,0.16
666,2,3,0.52,0.3,False,0.03,0.11,0.3,0.52,0.04
742,2,4,0.39,0.27,False,0.0,0.12,0.27,0.22,0.39
842,2,0,0.57,0.42,False,0.57,0.0,0.42,0.01,0.0
932,2,0,0.85,0.15,False,0.85,0.0,0.15,0.0,0.0
980,3,1,0.47,0.26,False,0.03,0.47,0.2,0.26,0.04
982,3,0,0.45,0.17,False,0.45,0.04,0.34,0.17,0.0
1035,3,1,0.34,0.34,False,0.0,0.34,0.07,0.34,0.25
1088,3,1,0.6,0.27,False,0.01,0.6,0.07,0.27,0.05
1122,3,4,0.39,0.22,False,0.01,0.21,0.17,0.22,0.39
1133,3,2,0.54,0.36,False,0.09,0.01,0.54,0.36,0.0
1189,3,0,0.44,0.12,False,0.44,0.02,0.42,0.12,0.0
1220,3,2,0.7,0.27,False,0.03,0.0,0.7,0.27,0.0
1430,4,3,0.6,0.26,False,0.02,0.09,0.03,0.6,0.26
1492,4,2,0.37,0.24,False,0.07,0.11,0.37,0.21,0.24
1493,4,1,0.31,0.3,False,0.0,0.31,0.17,0.22,0.3
1498,4,2,0.44,0.17,False,0.01,0.11,0.44,0.27,0.17
1530,4,3,0.52,0.32,False,0.0,0.13,0.03,0.52,0.32
1552,4,3,0.42,0.23,False,0.02,0.11,0.22,0.42,0.23
