row_id,y_true,y_pred,pred_conf,true_conf,correct,p_0,p_1,p_2,p_3,p_4
569,1,3,0.5960229082247801,0.3852385703504934,False,0.00010648118891451923,0.3852385703504934,0.016006196755880202,0.5960229082247801,0.002625843479931676
571,1,4,0.8277974177316787,0.17119290506347146,False,1.8159102158867845e-05,0.17119290506347146,0.0005975515209434937,0.0003939665817474798,0.8277974177316787
573,1,4,0.5546232347890999,0.3393055410888474,False,0.0019511885224219234,0.3393055410888474,0.0523807598761156,0.051739275723515055,0.5546232347890999
574,1,4,0.9683511860037949,0.029934045181667455,False,0.000229328487420987,0.029934045181667455,0.0012591737204306337,0.0002262666066860609,0.9683511860037949
599,1,2,0.8920762616114329,0.030289449145614638,False,0.0022460999162091846,0.030289449145614638,0.8920762616114329,0.07155978332898302,0.003828405997760273
601,1,0,0.6122983637184329,0.6122983637184329,False,0.3194527643565151,0.6122983637184329,0.04908964879274986,0.017527991574101967,0.0016312315582005569
659,1,4,0.5225208626982993,0.3481385313030965,False,0.005947690614935299,0.3481385313030965,0.010168804168207988,0.11322411121546104,0.5225208626982993
660,1,3,0.7427119120870664,0.24936252082802388,False,0.00011470565876809675,0.24936252082802388,0.006630036756746914,0.7427119120870664,0.0011808246693947961
674,1,3,0.8833084237013444,0.11352215942952032,False,3.5784742541476563e-05,0.11352215942952032,0.0025588804505306323,0.8833084237013444,0.0005747516760632742
675,1,4,0.7922194676237172,0.1580864765982291,False,0.001058434926516102,0.1580864765982291,0.0012071767158044582,0.04742844413573303,0.7922194676237172
679,1,4,0.9242472040657292,0.056364463256852994,False,0.0003373051871728328,0.056364463256852994,0.00026842834144503183,0.01878259914880028,0.9242472040657292
740,1,3,0.8943516541542849,0.018140474696088215,False,0.0032046854014268966,0.018140474696088215,0.08317861114420456,0.8943516541542849,0.0011245746039955059
741,1,3,0.43522972450148073,0.3860140892070431,False,0.00335235582426397,0.3860140892070431,0.14414736618431934,0.43522972450148073,0.031256464282893005
753,1,3,0.7735767792477642,0.06351200062321476,False,0.013173607370812012,0.06351200062321476,0.10173312764777809,0.7735767792477642,0.048004485110430616
766,1,2,0.4540152935741253,0.3935812780952444,False,0.006295494578457059,0.3935812780952444,0.4540152935741253,0.06624905810296162,0.07985887564921151
792,1,3,0.5215108526030888,0.12562541236016306,False,0.021740742304519813,0.12562541236016306,0.2651691134141105,0.5215108526030888,0.06595387931811782
793,1,0,0.3338117193451764,0.2607054433674362,False,0.27345059442758735,0.2607054433674362,0.3338117193451764,0.0779038715987469,0.05412837126105345
826,1,3,0.5950515031662109,0.3858725094307139,False,0.00021063784439084634,0.3858725094307139,0.015023526066884951,0.5950515031662109,0.0038418234917994886
835,1,3,0.594995342859796,0.39762201420219806,False,0.0001703692245634525,0.39762201420219806,0.005952999106938722,0.594995342859796,0.0012592746065037907
840,1,3,0.6097577447017516,0.2408826704687445,False,0.008917302505043325,0.2408826704687445,0.02781827172892315,0.6097577447017516,0.1126240105955372
864,1,2,0.7223776066927422,0.167522680588904,False,0.009158527732028068,0.167522680588904,0.7223776066927422,0.07306637399028429,0.027874810996041624
874,1,3,0.9177381844719514,0.0809741181067449,False,2.4693086415496546e-05,0.0809741181067449,0.0002683891437161984,0.9177381844719514,0.0009946151911721824
886,1,4,0.8931829382878191,0.10496072370617089,False,0.0002529645040609344,0.10496072370617089,0.0013169986962265306,0.00028637480572280796,0.8931829382878191
889,1,4,0.5978507133968918,0.3901494874693747,False,0.0004530433168716946,0.3901494874693747,0.00948626207125726,0.0020604937456045985,0.5978507133968918
890,1,4,0.8665154464496034,0.013433033135952366,False,0.00031027777793865764,0.013433033135952366,0.11891363201226755,0.0008276106242381452,0.8665154464496034
896,1,3,0.5108257923126008,0.2924585072528199,False,0.0034761938972496017,0.2924585072528199,0.1776903708002314,0.5108257923126008,0.015549135737098471
897,1,3,0.7705305117770648,0.22199568660980026,False,0.0009250523135581252,0.22199568660980026,0.006095591812786064,0.7705305117770648,0.0004531574867910406
920,2,4,0.7682522925712717,0.15894763430281428,False,0.007171236988335289,0.056510086625456896,0.15894763430281428,0.00911874951212153,0.7682522925712717
951,2,3,0.5385655072640175,0.4513186540000256,False,0.00019396939935548767,0.006527625038485548,0.4513186540000256,0.5385655072640175,0.0033942442981159116
1016,2,1,0.4111430993139502,0.4111430993139502,False,0.00672677976872902,0.2105426647184834,0.4111430993139502,0.3302965846869031,0.04129087151193464
1017,2,3,0.7959841973061301,0.18776093752696094,False,0.00043721242796174533,0.013207555784813977,0.18776093752696094,0.7959841973061301,0.0026100969541327994
1042,2,3,0.7895304379029987,0.20731774290189578,False,8.566520327889335e-05,0.0024051131291544293,0.20731774290189578,0.7895304379029987,0.0006610408626720528
1064,2,4,0.876279780051696,0.09819788731689097,False,0.001352529550662564,0.023934412753268304,0.09819788731689097,0.00023539032748205586,0.876279780051696
1065,2,3,0.5482368497377879,0.15856408546133463,False,0.0037793539251694645,0.2777213513191863,0.15856408546133463,0.5482368497377879,0.011698359556521617
