row_id,y_true,y_pred,pred_conf,true_conf,correct,p_0,p_1,p_2,p_3,p_4
113,0,3,0.33677632650495287,0.17164048173435123,False,0.17164048173435123,0.3280783949966483,0.16350422020948377,0.33677632650495287,5.765545724001244e-07
114,0,1,0.5397612464760931,0.03323072155664936,False,0.03323072155664936,0.5397612464760931,0.13138107016193454,0.29562553946156106,1.422343763159452e-06
115,0,1,0.8569509458179957,0.006270383092035241,False,0.006270383092035241,0.8569509458179957,0.015131880584201035,0.12163864007908505,8.150426692381326e-06
116,0,1,0.9974869924779393,0.000749847690790135,False,0.000749847690790135,0.9974869924779393,0.0001321005011914043,0.0016300250994654261,1.0342306240835173e-06
117,0,1,0.9999309042167671,6.015436537146947e-05,False,6.015436537146947e-05,0.9999309042167671,1.199932671978751e-07,8.23757914688359e-06,5.838454602262335e-07
118,0,1,0.9998779362629787,9.82428068339907e-05,False,9.82428068339907e-05,0.9998779362629787,4.5797907106486456e-07,2.2455471077277e-05,9.074800375774287e-07
119,0,1,0.9997578731053248,0.00017757255344735777,False,0.00017757255344735777,0.9997578731053248,1.3733672651956877e-06,6.209570248101565e-05,1.0852714938065082e-06
120,0,1,0.9939337036626466,0.0001289900104292493,False,0.0001289900104292493,0.9939337036626466,0.0006442500973265294,0.00528770290091342,5.353328670162939e-06
121,0,1,0.9877165253194675,0.00022380855258447724,False,0.00022380855258447724,0.9877165253194675,0.0013924170798893904,0.010661554578392997,5.694469673437821e-06
137,0,2,0.8545069878311025,0.035158246934094216,False,0.035158246934094216,0.09002407091920557,0.8545069878311025,0.020310694192214505,1.2337898973171078e-10
138,0,2,0.9097694230998747,0.0076117793295780705,False,0.0076117793295780705,0.06251969761956443,0.9097694230998747,0.020099099839811715,1.1117214964647646e-10
139,0,2,0.92239783336181,0.0045377803783756806,False,0.0045377803783756806,0.06111314651602322,0.92239783336181,0.011951239263028197,4.807591059410037e-10
140,0,2,0.9828786568060816,0.0002285341878139322,False,0.0002285341878139322,0.015656388814710237,0.9828786568060816,0.0012364201169429618,7.444752073103288e-11
215,0,1,0.9812994006007191,1.704395814601742e-05,False,1.704395814601742e-05,0.9812994006007191,0.016003560341817085,0.0026550857887290653,2.4909310578706384e-05
216,0,2,0.6338871158442061,0.00039581061137611046,False,0.00039581061137611046,0.19875467642450767,0.6338871158442061,0.16695765669430135,4.740425606403002e-06
217,0,2,0.9924030113992187,1.4164229986321932e-09,False,1.4164229986321932e-09,0.007594326062508488,0.9924030113992187,2.615885788886954e-06,4.523604692523343e-08
218,0,2,0.9989941502013183,4.709853281131544e-09,False,4.709853281131544e-09,0.0010027552480096826,0.9989941502013183,3.0896060102309054e-06,2.348219787028449e-10
219,0,2,0.8774254638879064,2.05314367078682e-06,False,2.05314367078682e-06,0.01723996782814619,0.8774254638879064,0.10533223458089529,2.805593691401615e-07
220,0,2,0.8714721997553013,1.4794185754455797e-06,False,1.4794185754455797e-06,0.01570870638833902,0.8714721997553013,0.11281727677675384,3.3766101751753475e-07
222,0,2,0.8302165624760359,0.12138088407064807,False,0.12138088407064807,0.010699475884628796,0.8302165624760359,0.03770307437062717,3.1980612972701266e-09
224,0,3,0.8024340220178265,0.05320504828936537,False,0.05320504828936537,0.0015958862459549985,0.14276503675565003,0.8024340220178265,6.691190658345631e-09
306,0,2,0.9984944085256119,4.493545419453531e-08,False,4.493545419453531e-08,0.0009002105356829554,0.9984944085256119,0.000605326357991835,9.645250855819172e-09
332,0,2,0.49588877653722746,0.48502344510410905,False,0.48502344510410905,0.017952462588778473,0.49588877653722746,0.001135315453049055,3.168450166615672e-10
333,0,2,0.9275731642894157,0.05680222019475458,False,0.05680222019475458,0.0129331116336697,0.9275731642894157,0.0026914995849797963,4.297171435203912e-09
334,0,2,0.9921263681771728,0.0008499426390286248,False,0.0008499426390286248,0.00546063581128289,0.9921263681771728,0.0015630425382267,1.0834288717707509e-08
335,0,2,0.9983001563641192,9.503733438887051e-08,False,9.503733438887051e-08,0.0010438107764060693,0.9983001563641192,0.0006559284036233932,9.41850848060043e-09
336,0,2,0.9998026626250506,1.5394590725275274e-05,False,1.5394590725275274e-05,0.0001195570482812233,0.9998026626250506,6.238570865528305e-05,2.7292430386159974e-11
337,0,2,0.9921482166577342,2.7482056099678683e-06,False,2.7482056099678683e-06,0.0002353748995598627,0.9921482166577342,0.007613656435554926,3.801548979489424e-09
338,0,2,0.9919070734583276,4.475551540954688e-06,False,4.475551540954688e-06,0.0001870728494831904,0.9919070734583276,0.007901371545074237,6.595559983875719e-09
339,0,2,0.9999252458820868,6.483741577095746e-16,False,6.483741577095746e-16,5.8282911442957215e-05,0.9999252458820868,1.64695236770687e-05,1.6827851602507167e-09
340,0,2,0.9999001537933577,1.385716761501938e-15,False,1.385716761501938e-15,8.219521048854014e-05,0.9999001537933577,1.764840753430385e-05,2.588617654361905e-09
